question_template,program,state,model,run_number,question_type,ground_truth,answer_extracted,source,confidence,run_correct
What is the state-level administration address for {program} in {state}?,SNAP,NY,google/gemma-4-26b-a4b-it,5,address,"New York State Office of Temporary and Disability Assistance
40 North Pearl Street
Albany, NY 12243","The state-level administration of SNAP in New York is managed by the New York State Office of Temporary and Disability Assistance (OTDA). The primary administrative address is: NYS Office of Temporary and Disability Assistance, 64 Franklin Avenue, Albany, NY 12239.",https://otda.ny.gov/,high,False
What is the state-level administration address for {program} in {state}?,SNAP,TX,google/gemma-4-26b-a4b-it,1,address,"Texas Health and Human Services Commission
P.O. Box 149027
Austin, TX 78714-9027","The state-level administration for SNAP (Supplemental Nutrition Assistance Program) in Texas is managed by the Texas Health and Human Services Commission (HHSC). The agency's headquarters address is: Texas Health and Human Services Commission, P.O. Box 149024, Austin, TX 78714-9024.",https://www.hhs.texas.gov/,high,True
What is the state-level administration address for {program} in {state}?,SNAP,TX,google/gemma-4-26b-a4b-it,2,address,"Texas Health and Human Services Commission
P.O. Box 149027
Austin, TX 78714-9027","The state-level administration for SNAP (Supplemental Nutrition Assistance Program) in Texas is handled by the Texas Health and Human Services Commission (HHSC). The main administration address for the agency is: Texas Health and Human Services Commission, P.O. Box 149024, Austin, TX 78714-9024.",https://www.hhs.texas.gov/,high,True
What is the state-level administration address for {program} in {state}?,SNAP,TX,google/gemma-4-26b-a4b-it,3,address,"Texas Health and Human Services Commission
P.O. Box 149027
Austin, TX 78714-9027","The state-level administration for SNAP in Texas is handled by the Texas Health and Human Services Commission (HHSC). The main administrative address is: Texas Health and Human Services Commission, P.O. Box 149024, Austin, TX 78714-9024.",https://www.hhs.texas.gov/,high,True
What is the state-level administration address for {program} in {state}?,SNAP,TX,google/gemma-4-26b-a4b-it,4,address,"Texas Health and Human Services Commission
P.O. Box 149027
Austin, TX 78714-9027","The Texas Health and Human Services Commission (HHSC) is the state agency responsible for administering SNAP in Texas. The main administrative headquarters is located at 409 West Taylor Street, Austin, TX 78701.",https://www.hhs.texas.gov/,high,False
What is the state-level administration address for {program} in {state}?,SNAP,TX,google/gemma-4-26b-a4b-it,5,address,"Texas Health and Human Services Commission
P.O. Box 149027
Austin, TX 78714-9027","The state-level administration for SNAP in Texas is handled by the Texas Health and Human Services Commission (HHSC). The main administrative address for the agency is: Texas Health and Human Services Commission, PO Box 149024, Austin, TX 78714-9024.",https://www.hhs.texas.gov/,high,True
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,google/gemma-4-26b-a4b-it,1,email,DPH.RAO@state.ma.us,"The Massachusetts Department of Public Health (DPH), which administers the WIC program, directs public records requests to their designated public records officer. While specific direct email addresses for individual departments can change, the official method for submitting a public records request to the Department of Public Health is via the Massachusetts Public Records Request Portal or by contacting the DPH Public Records Officer.",https://www.mass.gov/service-details/submit-a-public-records-request,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,google/gemma-4-26b-a4b-it,2,email,DPH.RAO@state.ma.us,"The public records requests for the Massachusetts Department of Public Health (DPH), which administers the WIC program, should be directed to the DPH Public Records Officer via email at publicrecords@mass.gov.",https://www.mass.gov/service-details/submit-a-public-records-request,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,google/gemma-4-26b-a4b-it,3,email,DPH.RAO@state.ma.us,"The public records requests for the Massachusetts Department of Public Health (DPH), which administers the WIC program in the state, should be directed to the DPH Public Records Officer at publicrecords@masshealth.state.ma.us.",https://www.mass.gov/about-massachusetts/public-records-requests,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,google/gemma-4-26b-a4b-it,4,email,DPH.RAO@state.ma.us,The agency that administers WIC in Massachusetts is the Massachusetts Department of Public Health (DPH). Public records requests for the Department of Public Health can be submitted via email to publicrecords@masshealth.state.ma.us.,https://www.mass.gov/how-to/submit-a-public-records-request,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,MA,google/gemma-4-26b-a4b-it,5,email,DPH.RAO@state.ma.us,"The agency that administers the WIC (Women, Infants, and Children) program in Massachusetts is the Massachusetts Department of Public Health (DPH). Public records requests for the Department of Public Health can be submitted via email to publicrecords@masshealth.state.ma.us.",https://www.mass.gov/how-to/submit-a-public-records-request,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,RI,google/gemma-4-26b-a4b-it,1,email,pamela.lopes@health.ri.gov,"The Rhode Island Department of Health (RIDOH) administers the WIC program. For public records requests, you can submit requests through the Rhode Island Department of Health's official portal or contact them via email at ridoh.publicrecords@ri.gov.",https://health.ri.gov/about/public-records-requests/,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,RI,google/gemma-4-26b-a4b-it,2,email,pamela.lopes@health.ri.gov,The agency that administers the WIC program in Rhode Island is the Rhode Island Department of Health (RIDOH). Public records requests for the Rhode Island Department of Health can be directed to their general email address at ridoh.health@ri.gov or through the state's centralized public records request portal.,https://health.ri.gov/about/contact/,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,RI,google/gemma-4-26b-a4b-it,3,email,pamela.lopes@health.ri.gov,The Rhode Island Department of Health (RIDOH) administers the WIC program. Public records requests for the Department of Health should be directed to the RIDOH Public Records Officer via email at ridoh.publicrecords@health.ri.gov.,https://health.ri.gov/about/public-records-requests/,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,RI,google/gemma-4-26b-a4b-it,4,email,pamela.lopes@health.ri.gov,"The Rhode Island Department of Health (RIDOH) administers the WIC program. To make a public records request, you can submit your request via email to ridoh.publicrecords@ri.gov.",https://health.ri.gov/about-us/public-records-requests/,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,RI,google/gemma-4-26b-a4b-it,5,email,pamela.lopes@health.ri.gov,The Rhode Island Department of Health (RIDOH) administers the WIC program. Public records requests for the Department of Health can be directed to the RIDOH Public Records Officer at ridoh.publicrecords@health.ri.gov.,https://health.ri.gov/about/public-records/,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,CA,google/gemma-4-26b-a4b-it,1,email,WIC@cdph.ca.gov,"The California Department of Social Services (CDSS), which administers the WIC program in California, directs public records requests through its formal Public Records Act (PRA) portal or via email at cdss.pra@state.ca.us.",https://www.cdss.ca.gov/inforesources/public-records-act-requests,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,CA,google/gemma-4-26b-a4b-it,2,email,WIC@cdph.ca.gov,"The California Department of Social Services (CDSS), which administers the WIC program in California, directs public records requests through its official portal or specific departmental contact. For formal requests, the agency utilizes the California Public Records Act (CPRA) process. While specific direct email addresses can change, requests are generally processed through the CDSS Public Records Act request system found on their official website.",https://www.cdss.ca.gov/,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,CA,google/gemma-4-26b-a4b-it,3,email,WIC@cdph.ca.gov,"The California Department of Social Services (CDSS) administers the WIC program. For public records requests (California Public Records Act requests), you can submit a request via their online portal or contact their legal unit. While they do not list a single specific 'email address' solely for WIC records, public records requests are generally directed to the CDSS Legal Unit or submitted through the official CDSS Public Records Request portal at https://www.cdss.ca.gov/contact-us/public-records-requests.",https://www.cdss.ca.gov/contact-us/public-records-requests,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,CA,google/gemma-4-26b-a4b-it,4,email,WIC@cdph.ca.gov,"The California Department of Social Services (CDSS), which administers the WIC program in California, receives public records requests through their official portal or via email at cdss.publicrecords@state.ca.gov.",https://www.cdss.ca.gov/inforesources/public-records-requests,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,CA,google/gemma-4-26b-a4b-it,5,email,WIC@cdph.ca.gov,"The California Department of Social Services (CDSS), which administers the WIC program in California, directs public records requests through their online portal or via the specific contact information provided by the Office of Public Records. While they do not list a single direct email address for WIC-specific requests on their primary WIC landing pages, official requests are typically managed through the CDSS Public Records Act request system.",https://www.cdss.ca.gov/inforesources/public-records-requests,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,NY,google/gemma-4-26b-a4b-it,1,email,foil@health.ny.gov,"To request public records from the New York State Department of Health (which administers the WIC program), you can submit a Freedom of Information Law (FOIL) request through their official online portal or via email at NYSDOH.FOIL@health.ny.gov.",https://www.health.ny.gov/information/foil/,high,True
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,NY,google/gemma-4-26b-a4b-it,2,email,foil@health.ny.gov,"The New York State Department of Health, which administers the WIC program, processes public records requests (FOIL requests) through an online portal or via email at freedomofinformation@health.ny.gov.",https://www.health.ny.gov/freedom_of_information/,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,NY,google/gemma-4-26b-a4b-it,3,email,foil@health.ny.gov,"The New York State Department of Health, which administers the WIC program, handles public records requests (FOIL requests) through its formal Freedom of Information Law process. While the agency does not list a specific direct email address solely for WIC records, all FOIL requests for the Department of Health can be submitted through their official online portal or via email to the Department of Health's FOIL unit at FOIL@health.ny.gov.",https://www.health.ny.gov/freedom_of_information_law/,high,True
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,NY,google/gemma-4-26b-a4b-it,4,email,foil@health.ny.gov,"The New York State Department of Health, which administers the WIC program, directs public records requests through its Freedom of Information Law (FOIL) portal. While they do not list a single direct email address for all requests, requests are officially submitted via the New York State Department of Health's online FOIL request system or through their official contact channels for the agency.",https://www.health.ny.gov/information/foil/,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,NY,google/gemma-4-26b-a4b-it,5,email,foil@health.ny.gov,"The New York State Department of Health, which administers the WIC (Women, Infants, and Children) program, handles public records requests through its FOIL (Freedom of Information Law) process. While the agency provides an online portal for requests, the specific email address for submitting FOIL requests to the Department of Health is foil@health.ny.gov.",https://www.health.ny.gov/part/foil/,high,True
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,TX,google/gemma-4-26b-a4b-it,1,email,OpenRecordsRequest@hhs.texas.gov,"The Texas Health and Human Services Commission (HHSC), which administers the WIC program in Texas, directs public records requests through its central Public Information Act portal. While they do not provide a single direct email address for all requests, official requests can be submitted via their online Public Information Request portal or by following the instructions on the HHSC Public Information page.",https://www.hhs.texas.gov/about-hhsc/public-information-act,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,TX,google/gemma-4-26b-a4b-it,2,email,OpenRecordsRequest@hhs.texas.gov,The Texas WIC program is administered by the Texas Health and Human Services Commission (HHSC). Public information requests for HHSC can be submitted via their online portal or by emailing hhsc.publicinfo@hhs.texas.gov.,https://www.hhs.texas.gov/about-hhsc/public-information-requests,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,TX,google/gemma-4-26b-a4b-it,3,email,OpenRecordsRequest@hhs.texas.gov,"The Texas Health and Human Services Commission (HHSC), which administers the WIC program in Texas, handles public information requests. You can submit requests via their online portal or by emailing the Public Information Act coordinator at public.information@hhs.texas.gov.",https://www.hhs.texas.gov/about-hhs/public-information-act,high,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,TX,google/gemma-4-26b-a4b-it,4,email,OpenRecordsRequest@hhs.texas.gov,"The Texas Health and Human Services Commission (HHSC), which administers the WIC program in Texas, directs public information requests to their central Public Information Act coordinator. While they do not list a specific standalone email address for WIC-only requests, general public information requests for HHSC can be submitted via their online portal or via the agency's general contact methods. For formal requests, the agency typically utilizes its centralized Public Information Act process.",https://www.hhs.texas.gov/about-hhsc/public-information-act,medium,False
what is the public records requests email address for the agency that administers {program} in {state}?,WIC,TX,google/gemma-4-26b-a4b-it,5,email,OpenRecordsRequest@hhs.texas.gov,The Texas WIC program is administered by the Texas Health and Human Services Commission (HHSC). Public records requests for HHSC can be submitted via their online portal or through the email address: public.information@hhs.texas.gov.,https://www.hhs.texas.gov/about-hhsc/public-information-requests,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,MA,google/gemma-4-26b-a4b-it,1,phone,(800) 632-8175,"The public can contact the Department of Transitional Assistance (DTA), which administers LIHEAP in Massachusetts, at 1-866-668-8693.",https://www.mass.gov/service-details/apply-for-low-income-home-energy-assistance-program-liheap,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,MA,google/gemma-4-26b-a4b-it,2,phone,(800) 632-8175,The public should contact the Department of Transitional Assistance (DTA) at 1-866-663-8663 to inquire about or apply for LIHEAP benefits in Massachusetts.,https://www.mass.gov/service/apply-for-low-income-home-energy-assistance-program-liheap,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,MA,google/gemma-4-26b-a4b-it,3,phone,(800) 632-8175,The public can contact the Massachusetts Department of Transitional Assistance (DTA) regarding LIHEAP (Low Income Home Energy Assistance Program) by calling their customer service number at 1-866-270-6451.,https://www.mass.gov/info-details/low-income-home-energy-assistance-program-liheap,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,MA,google/gemma-4-26b-a4b-it,4,phone,(800) 632-8175,The public should contact the Department of Transitional Assistance (DTA) at 1-866-663-8638 for assistance with LIHEAP (Low Income Home Energy Assistance Program) in Massachusetts.,https://www.mass.gov/service/low-income-home-energy-assistance-program-liheap,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,MA,google/gemma-4-26b-a4b-it,5,phone,(800) 632-8175,"To contact the Department of Transitional Assistance (DTA), which administers LIHEAP (Low Income Home Energy Assistance Program) in Massachusetts, the public can call the DTA Contact Center at 1-866-270-6496.",https://www.mass.gov/service-details/apply-for-energy-assistance-liheap,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,RI,google/gemma-4-26b-a4b-it,1,phone,1-855-697-4347,"To contact the Rhode Island Department of Human Services (DHS), which administers the Low Income Home Energy Assistance Program (LIHEAP), the public can call the DHS Customer Service Line at 401-462-8119.",https://dhs.ri.gov/,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,RI,google/gemma-4-26b-a4b-it,2,phone,1-855-697-4347,The public should contact the Rhode Island Department of Human Services (DHS) at (401) 462-8000 for information regarding LIHEAP.,https://dhs.ri.gov/,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,RI,google/gemma-4-26b-a4b-it,3,phone,1-855-697-4347,"The public can contact the Rhode Island Department of Human Services (RI DHS), which administers the Low Income Home Energy Assistance Program (LIHEAP), at 401-462-8119 or 1-855-462-8119.",https://dhs.ri.gov/,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,RI,google/gemma-4-26b-a4b-it,4,phone,1-855-697-4347,"To contact the Rhode Island Department of Human Services (RI DHS) regarding LIHEAP, the public can call the RI DHS customer service line at 401-462-8100.",https://dhs.ri.gov/,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,RI,google/gemma-4-26b-a4b-it,5,phone,1-855-697-4347,"The public should contact the Rhode Island Department of Human Services (RI DHS) regarding LIHEAP. For assistance or inquiries, the general contact number for the Department of Human Services is 401-462-8100.",https://dhs.ri.gov/,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,CA,google/gemma-4-26b-a4b-it,1,phone,1-866-675-6623,"The public can contact the California Department of Social Services (CDSS), which administers the Low Income Home Energy Assistance Program (LIHEAP) in California, at 1-877-545-4013.",https://www.cdss.ca.gov/inforesources/community-care-services/low-income-energy-assistance-program-liheap,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,CA,google/gemma-4-26b-a4b-it,2,phone,1-866-675-6623,"In California, the Low Income Home Energy Assistance Program (LIHEAP) is administered by the California Department of Social Services (CDSS). The public can contact the CDSS at (916) 651-3100.",California Department of Social Services (https://www.cdss.ca.gov/),high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,CA,google/gemma-4-26b-a4b-it,3,phone,1-866-675-6623,"The public should contact the California Department of Community Services and Development (CSD), which administers the Low Income Home Energy Assistance Program (LIHEAP) in California, at 1-800-267-0351.",California Department of Community Services and Development (CSD) - https://dcsd.ca.gov/,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,CA,google/gemma-4-26b-a4b-it,4,phone,1-866-675-6623,The California Department of Social Services (CDSS) administers the Low Income Home Energy Assistance Program (LIHEAP). The public can contact the CDSS for general inquiries at (916) 651-3120.,https://www.cdss.ca.gov/inforesources/calaid/liheap,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,CA,google/gemma-4-26b-a4b-it,5,phone,1-866-675-6623,"The public should contact the California Department of Social Services (CDSS), which administers the Low Income Home Energy Assistance Program (LIHEAP), at (916) 651-3751.",https://www.cdss.ca.gov/inforesources/liheap,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,NY,google/gemma-4-26b-a4b-it,1,phone,1-800-342-3009,"In New York, the Office of Temporary and Disability Assistance (OTDA) oversees the administration of LIHEAP (Low Income Home Energy Assistance Program). The general information line for the OTDA is 1-888-225-5631. However, because LIHEAP is administered locally through county social services, residents are typically directed to contact their specific local Department of Social Services (DSS) or Human Resources Administration (HRA) for application and assistance.",https://otda.ny.gov/programs/energy-assistance/index.htm,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,NY,google/gemma-4-26b-a4b-it,2,phone,1-800-342-3009,"To contact the Office of Temporary and Disability Assistance (OTDA), which administers the Low Income Home Energy Assistance Program (LIHEAP) in New York, the public can call the Client Assistance Hotline at 1-877-357-4631.",https://otda.ny.gov/energy-assistance,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,NY,google/gemma-4-26b-a4b-it,3,phone,1-800-342-3009,"To contact the Office of Temporary and Disability Assistance (OTDA), which oversees LIHEAP/HEAP administration in New York, the public can call the Helpline at 1-888-209-8026.",https://otda.ny.gov/help-for-individuals/energy-assistance,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,NY,google/gemma-4-26b-a4b-it,4,phone,1-800-342-3009,"To contact the Office of Temporary and Disability Assistance (OTDA), which oversees the administration of LIHEAP (Low Income Home Energy Assistance Program) in New York, the public can call the OTDA Customer Service Center at 1-888-266-6390.",https://otda.ny.gov/otda-customer-service-center,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,NY,google/gemma-4-26b-a4b-it,5,phone,1-800-342-3009,"The Office of Temporary and Disability Assistance (OTDA) administers the Low Income Home Energy Assistance Program (LIHEAP) in New York. To contact the OTDA, the public can call 1-888-209-8124.",https://otda.ny.gov/,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,TX,google/gemma-4-26b-a4b-it,1,phone,1-877-399-8939,"The public should contact the Texas Health and Human Services Commission (HHSC), which administers the Low Income Home Energy Assistance Program (LIHEAP), at 1-877-440-7777.",https://www.hhs.texas.gov,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,TX,google/gemma-4-26b-a4b-it,2,phone,1-877-399-8939,"The public should contact the Texas Health and Human Services Commission (HHSC), which administers the Low Income Home Energy Assistance Program (LIHEAP), at 2-1-1 (or 1-877-541-7905).",https://www.hhs.texas.gov/services/energy-utilities/low-income-home-energy-assistance-program-liheap,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,TX,google/gemma-4-26b-a4b-it,3,phone,1-877-399-8939,"The public should contact the Texas Health and Human Services Commission (HHSC), which administers the Low Income Home Energy Assistance Program (LIHEAP) in Texas, at 1-877-440-7777.",https://www.hhs.texas.gov/,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,TX,google/gemma-4-26b-a4b-it,4,phone,1-877-399-8939,"The public can contact the Texas Health and Human Services Commission (HHSC), which administers the Low Income Home Energy Assistance Program (LIHEAP), at 2-1-1. Additionally, for specific questions regarding LIHEAP, individuals can contact the agency's contact center at 1-877-440-7178.",https://www.hhs.texas.gov/,high,False
What phone number should the public use to contact the state-level agency that administers {program} in {state}?,LIHEAP,TX,google/gemma-4-26b-a4b-it,5,phone,1-877-399-8939,"The public should contact the Texas Health and Human Services Commission (HHSC), which administers the Low Income Home Energy Assistance Program (LIHEAP), at 2-1-1. Additionally, for specific questions regarding LIHEAP, individuals can contact the Texas Department of Family and Protective Services (DFPS) or the specific local community action agencies that administer the funds.",https://www.hhs.texas.gov/,high,False
